Class,Filename,Instrumentation,Key,Mode,Composer,CompLifetime,Country,Period,Period_Timeline
orchestra_classical,CrossEra-0393_Salieri_overt_eraclito_e_democrito.mp3,orchestra,Bb,major,Salieri; Antonio,1750-1825,Italy; Austria,Classical,1750-1820
orchestra_classical,CrossEra-0394_Salieri_overt_il_moro.mp3,orchestra,C,major,Salieri; Antonio,1750-1825,Italy; Austria,Classical,1750-1820
orchestra_classical,CrossEra-0395_Salieri_overt_il_ricco_dun_giorno_rich_for_a_day.mp3,orchestra,D,major,Salieri; Antonio,1750-1825,Italy; Austria,Classical,1750-1820
orchestra_classical,CrossEra-0396_Salieri_overt_il_talismano_the_talisman.mp3,orchestra,D,major,Salieri; Antonio,1750-1825,Italy; Austria,Classical,1750-1820
orchestra_classical,CrossEra-0397_Salieri_overt_la_grotta_di_trofonio_the_cave_of_trofonio.mp3,orchestra,C,major,Salieri; Antonio,1750-1825,Italy; Austria,Classical,1750-1820
orchestra_classical,CrossEra-0398_Salieri_overt_la_secchia_rapita_the_stolen_bucket.mp3,orchestra,C,major,Salieri; Antonio,1750-1825,Italy; Austria,Classical,1750-1820
orchestra_classical,CrossEra-0399_Salieri_overt_langiolina_ossia_il_matrimonio_per_sussurro.mp3,orchestra,D,major,Salieri; Antonio,1750-1825,Italy; Austria,Classical,1750-1820
orchestra_classical,CrossEra-0400_Salieri_overt_les_danaides.mp3,orchestra,D,minor,Salieri; Antonio,1750-1825,Italy; Austria,Classical,1750-1820
orchestra_modern,CrossEra-0401_Antheil_Symph_4_6_i_maestosoallegro_molto_marcato.mp3,orchestra,,,Antheil; George,1900-1959,USA,Modern,1900-Present
orchestra_modern,CrossEra-0402_Antheil_Symph_4_6_i_moderatoallegretto.mp3,orchestra,,,Antheil; George,1900-1959,USA,Modern,1900-Present
orchestra_modern,CrossEra-0403_Antheil_Symph_4_6_ii_allegro.mp3,orchestra,,,Antheil; George,1900-1959,USA,Modern,1900-Present
orchestra_modern,CrossEra-0404_Antheil_Symph_4_6_ii_larghetto.mp3,orchestra,,,Antheil; George,1900-1959,USA,Modern,1900-Present
orchestra_modern,CrossEra-0405_Antheil_Symph_4_6_iii_allegro.mp3,orchestra,,,Antheil; George,1900-1959,USA,Modern,1900-Present
orchestra_modern,CrossEra-0406_Antheil_Symph_4_6_iii_scherzo_presto.mp3,orchestra,,,Antheil; George,1900-1959,USA,Modern,1900-Present
orchestra_modern,CrossEra-0407_Antheil_Symph_4_6_iv_allegro_non_troppo.mp3,orchestra,,,Antheil; George,1900-1959,USA,Modern,1900-Present
orchestra_modern,CrossEra-0408_Antheil_Symph_4_6_mckonkeys_ferry_washington_at_trenton_a_concert_overture.mp3,orchestra,,,Antheil; George,1900-1959,USA,Modern,1900-Present
orchestra_modern,CrossEra-0409_Bartok_concerto_for_orchestra__elegia_andante_non_troppo.mp3,orchestra,,,Bartok; Bela,1881-1945,Romania; Hungary; USA,Modern,1900-Present
orchestra_modern,CrossEra-0410_Bartok_concerto_for_orchestra__finale_presto.mp3,orchestra,,,Bartok; Bela,1881-1945,Romania; Hungary; USA,Modern,1900-Present
orchestra_modern,CrossEra-0411_Bartok_concerto_for_orchestra__giuoco_delle_coppie_allegretto_scherzando.mp3,orchestra,,,Bartok; Bela,1881-1945,Romania; Hungary; USA,Modern,1900-Present
orchestra_modern,CrossEra-0412_Bartok_concerto_for_orchestra__intermezzo_interrotto_allegretto.mp3,orchestra,,,Bartok; Bela,1881-1945,Romania; Hungary; USA,Modern,1900-Present
orchestra_modern,CrossEra-0413_Bartok_concerto_for_orchestra__introduzione_andante_non_troppo__allegrovivace.mp3,orchestra,,,Bartok; Bela,1881-1945,Romania; Hungary; USA,Modern,1900-Present
orchestra_modern,CrossEra-0414_Bartok_miraculous_mandarin_01-1.mp3,orchestra,,,Bartok; Bela,1881-1945,Romania; Hungary; USA,Modern,1900-Present
orchestra_modern,CrossEra-0415_Bartok_miraculous_mandarin_02-2.mp3,orchestra,,,Bartok; Bela,1881-1945,Romania; Hungary; USA,Modern,1900-Present
orchestra_modern,CrossEra-0416_Bartok_miraculous_mandarin_03-3.mp3,orchestra,,,Bartok; Bela,1881-1945,Romania; Hungary; USA,Modern,1900-Present
orchestra_modern,CrossEra-0417_Bartok_miraculous_mandarin_04-4.mp3,orchestra,,,Bartok; Bela,1881-1945,Romania; Hungary; USA,Modern,1900-Present
orchestra_modern,CrossEra-0418_Bartok_miraculous_mandarin_05-5.mp3,orchestra,,,Bartok; Bela,1881-1945,Romania; Hungary; USA,Modern,1900-Present
orchestra_modern,CrossEra-0419_Bartok_miraculous_mandarin_06-6.mp3,orchestra,,,Bartok; Bela,1881-1945,Romania; Hungary; USA,Modern,1900-Present
orchestra_modern,CrossEra-0420_Bartok_miraculous_mandarin_07-7.mp3,orchestra,,,Bartok; Bela,1881-1945,Romania; Hungary; USA,Modern,1900-Present
orchestra_modern,CrossEra-0421_Bartok_miraculous_mandarin_08-8.mp3,orchestra,,,Bartok; Bela,1881-1945,Romania; Hungary; USA,Modern,1900-Present
orchestra_modern,CrossEra-0422_Bartok_miraculous_mandarin_09-9.mp3,orchestra,,,Bartok; Bela,1881-1945,Romania; Hungary; USA,Modern,1900-Present
orchestra_modern,CrossEra-0423_Bartok_music_for_strings_percussion_and_celesta.mp3,orchestra,,,Bartok; Bela,1881-1945,Romania; Hungary; USA,Modern,1900-Present
orchestra_modern,CrossEra-0424_Bartok_music_for_strings_percussion_and_celesta__adagio.mp3,orchestra,,,Bartok; Bela,1881-1945,Romania; Hungary; USA,Modern,1900-Present
orchestra_modern,CrossEra-0425_Bartok_music_for_strings_percussion_and_celesta__allegro.mp3,orchestra,,,Bartok; Bela,1881-1945,Romania; Hungary; USA,Modern,1900-Present
orchestra_modern,CrossEra-0426_Bartok_music_for_strings_percussion_and_celesta__allegro_molto.mp3,orchestra,,,Bartok; Bela,1881-1945,Romania; Hungary; USA,Modern,1900-Present
orchestra_modern,CrossEra-0427_Bartok_music_for_strings_percussion_and_celesta__andante_tranquillo.mp3,orchestra,,,Bartok; Bela,1881-1945,Romania; Hungary; USA,Modern,1900-Present
orchestra_modern,CrossEra-0428_Berg_3_pieces_for_orchestra_op.6_1._praeludium_prelude.mp3,orchestra,,,Berg; Alban,1885-1935,Austria,Modern,1900-Present
orchestra_modern,CrossEra-0429_Berg_3_pieces_for_orchestra_op.6_2._reigen_round_dance.mp3,orchestra,,,Berg; Alban,1885-1935,Austria,Modern,1900-Present
orchestra_modern,CrossEra-0430_Berg_3_pieces_for_orchestra_op.6_3._marsch_march.mp3,orchestra,,,Berg; Alban,1885-1935,Austria,Modern,1900-Present
orchestra_modern,CrossEra-0431_Berg_Concerto_for_violin_and_orchestra__i._andante_allegro_to_the_memory_of_an_angel.mp3,orchestra,,,Berg; Alban,1885-1935,Austria,Modern,1900-Present
orchestra_modern,CrossEra-0432_Berg_Concerto_for_violin_and_orchestra__ii._allegro_ma_sempre_rubato_frei_wie_eine_kadenz_adagio_to_the_memory_of_an_angel.mp3,orchestra,,,Berg; Alban,1885-1935,Austria,Modern,1900-Present
orchestra_modern,CrossEra-0433_Berg_lulu_suite_1._rondo.mp3,orchestra,,,Berg; Alban,1885-1935,Austria,Modern,1900-Present
orchestra_modern,CrossEra-0434_Berg_lulu_suite_2._ostinato.mp3,orchestra,,,Berg; Alban,1885-1935,Austria,Modern,1900-Present
orchestra_modern,CrossEra-0435_Berg_lulu_suite_4._variations.mp3,orchestra,,,Berg; Alban,1885-1935,Austria,Modern,1900-Present
orchestra_modern,CrossEra-0436_Berg_lulu_suite_5._adagio.mp3,orchestra,,,Berg; Alban,1885-1935,Austria,Modern,1900-Present
orchestra_modern,CrossEra-0437_Berg_orchestral_excerpt_from_wozzeck_act2.mp3,orchestra,,,Berg; Alban,1885-1935,Austria,Modern,1900-Present
orchestra_modern,CrossEra-0438_Britten_an_american_overture.mp3,orchestra,,,Britten; Benjamin,1913-1976,England,Modern,1900-Present
orchestra_modern,CrossEra-0439_Britten_dawn.mp3,orchestra,,,Britten; Benjamin,1913-1976,England,Modern,1900-Present
orchestra_modern,CrossEra-0440_Britten_dies_irae.mp3,orchestra,,,Britten; Benjamin,1913-1976,England,Modern,1900-Present
orchestra_modern,CrossEra-0441_Britten_lacrymosa.mp3,orchestra,,,Britten; Benjamin,1913-1976,England,Modern,1900-Present
orchestra_modern,CrossEra-0442_Britten_moonlight.mp3,orchestra,,,Britten; Benjamin,1913-1976,England,Modern,1900-Present
orchestra_modern,CrossEra-0443_Britten_passacaglia_op._33b.mp3,orchestra,,,Britten; Benjamin,1913-1976,England,Modern,1900-Present
orchestra_modern,CrossEra-0444_Britten_requiem_aeternam.mp3,orchestra,,,Britten; Benjamin,1913-1976,England,Modern,1900-Present
orchestra_modern,CrossEra-0445_Britten_storm.mp3,orchestra,,,Britten; Benjamin,1913-1976,England,Modern,1900-Present
orchestra_modern,CrossEra-0446_Britten_sunday_morning.mp3,orchestra,,,Britten; Benjamin,1913-1976,England,Modern,1900-Present
orchestra_modern,CrossEra-0447_Hindemith_concerto_for_trumpet_bassoon_and_strings__i._allegro_spiritoso.mp3,orchestra,,,Hindemith; Paul,1895-1963,Germany,Modern,1900-Present
orchestra_modern,CrossEra-0448_Hindemith_concerto_for_trumpet_bassoon_and_strings__ii._molto_adagio.mp3,orchestra,,,Hindemith; Paul,1895-1963,Germany,Modern,1900-Present
orchestra_modern,CrossEra-0449_Hindemith_concerto_for_trumpet_bassoon_and_strings__iii._vivace.mp3,orchestra,,,Hindemith; Paul,1895-1963,Germany,Modern,1900-Present
orchestra_modern,CrossEra-0450_Hindemith_nobilissima_visione_orchestral_suite__i._einleitung_und_rondo.mp3,orchestra,,,Hindemith; Paul,1895-1963,Germany,Modern,1900-Present
orchestra_modern,CrossEra-0451_Hindemith_nobilissima_visione_orchestral_suite__ii._marsch_und_pastorale.mp3,orchestra,,,Hindemith; Paul,1895-1963,Germany,Modern,1900-Present
orchestra_modern,CrossEra-0452_Hindemith_nobilissima_visione_orchestral_suite__iii._passacaglia.mp3,orchestra,,,Hindemith; Paul,1895-1963,Germany,Modern,1900-Present
orchestra_modern,CrossEra-0453_Hindemith_pittsburgh_symphony__i._molto_energico.mp3,orchestra,,,Hindemith; Paul,1895-1963,Germany,Modern,1900-Present
orchestra_modern,CrossEra-0454_Hindemith_pittsburgh_symphony__ii._slow_march.mp3,orchestra,,,Hindemith; Paul,1895-1963,Germany,Modern,1900-Present
orchestra_modern,CrossEra-0455_Hindemith_pittsburgh_symphony__iii._ostinato.mp3,orchestra,,,Hindemith; Paul,1895-1963,Germany,Modern,1900-Present
orchestra_modern,CrossEra-0456_Hindemith_symphonia_serena__i._moderately_fast.mp3,orchestra,,,Hindemith; Paul,1895-1963,Germany,Modern,1900-Present
orchestra_modern,CrossEra-0457_Hindemith_symphonia_serena__ii._paraphrase._geschwindmarsch_by_beethoven.mp3,orchestra,,,Hindemith; Paul,1895-1963,Germany,Modern,1900-Present
orchestra_modern,CrossEra-0458_Hindemith_symphonia_serena__iii._colloquy.mp3,orchestra,,,Hindemith; Paul,1895-1963,Germany,Modern,1900-Present
orchestra_modern,CrossEra-0459_Hindemith_symphonia_serena__iv._finale.mp3,orchestra,,,Hindemith; Paul,1895-1963,Germany,Modern,1900-Present
orchestra_modern,CrossEra-0460_Hindemith_symphonic_metamorphosis_after_themes_by_carl_maria_von_weber__i._allegro.mp3,orchestra,,,Hindemith; Paul,1895-1963,Germany,Modern,1900-Present
orchestra_modern,CrossEra-0461_Hindemith_symphonic_metamorphosis_after_themes_by_carl_maria_von_weber__ii._turandot._scherzo_moderato_lebhaft.mp3,orchestra,,,Hindemith; Paul,1895-1963,Germany,Modern,1900-Present
orchestra_modern,CrossEra-0462_Hindemith_symphonic_metamorphosis_after_themes_by_carl_maria_von_weber__iii._andantino.mp3,orchestra,,,Hindemith; Paul,1895-1963,Germany,Modern,1900-Present
orchestra_modern,CrossEra-0463_Hindemith_symphonic_metamorphosis_after_themes_by_carl_maria_von_weber__iv._marsch.mp3,orchestra,,,Hindemith; Paul,1895-1963,Germany,Modern,1900-Present
orchestra_modern,CrossEra-0464_Hindemith_symphony__mathis_der_maler___i._engelkonzert.mp3,orchestra,,,Hindemith; Paul,1895-1963,Germany,Modern,1900-Present
orchestra_modern,CrossEra-0465_Hindemith_symphony__mathis_der_maler___ii._grablegung.mp3,orchestra,,,Hindemith; Paul,1895-1963,Germany,Modern,1900-Present
orchestra_modern,CrossEra-0466_Hindemith_symphony__mathis_der_maler___iii._versuchung_des_heiligen_antonius.mp3,orchestra,,,Hindemith; Paul,1895-1963,Germany,Modern,1900-Present
orchestra_modern,CrossEra-0467_Hindemith_symphony_die_harmonie_der_welt__i._musica_instrumentalis.mp3,orchestra,,,Hindemith; Paul,1895-1963,Germany,Modern,1900-Present
orchestra_modern,CrossEra-0468_Hindemith_symphony_die_harmonie_der_welt__ii._musica_humana.mp3,orchestra,,,Hindemith; Paul,1895-1963,Germany,Modern,1900-Present
orchestra_modern,CrossEra-0469_Hindemith_symphony_die_harmonie_der_welt__iii._musica_mundana.mp3,orchestra,,,Hindemith; Paul,1895-1963,Germany,Modern,1900-Present
orchestra_modern,CrossEra-0470_Hindemith_symphony_in_e-flat_major__i._sehr_lebhaft.mp3,orchestra,,,Hindemith; Paul,1895-1963,Germany,Modern,1900-Present
orchestra_modern,CrossEra-0471_Hindemith_symphony_in_e-flat_major__ii._sehr_langsam.mp3,orchestra,,,Hindemith; Paul,1895-1963,Germany,Modern,1900-Present
orchestra_modern,CrossEra-0472_Hindemith_symphony_in_e-flat_major__iii._lebhaft.mp3,orchestra,,,Hindemith; Paul,1895-1963,Germany,Modern,1900-Present
orchestra_modern,CrossEra-0473_Hindemith_symphony_in_e-flat_major__iv._maessig_schnelle_halbe.mp3,orchestra,,,Hindemith; Paul,1895-1963,Germany,Modern,1900-Present
orchestra_modern,CrossEra-0474_Ives_Symphony2_i_andante_moderato.mp3,orchestra,,,Ives; Charles Edward,1874-1954,USA,Modern,1900-Present
orchestra_modern,CrossEra-0475_Ives_Symphony2_ii_allegro.mp3,orchestra,,,Ives; Charles Edward,1874-1954,USA,Modern,1900-Present
orchestra_modern,CrossEra-0476_Ives_Symphony2_iii_adagio_cantabile.mp3,orchestra,,,Ives; Charles Edward,1874-1954,USA,Modern,1900-Present
orchestra_modern,CrossEra-0477_Ives_Symphony2_iv_lento_maestoso.mp3,orchestra,,,Ives; Charles Edward,1874-1954,USA,Modern,1900-Present
orchestra_modern,CrossEra-0478_Ives_Symphony2_v_allegro_molto_vivace.mp3,orchestra,,,Ives; Charles Edward,1874-1954,USA,Modern,1900-Present
orchestra_modern,CrossEra-0479_Ives_robert_browning_overture.mp3,orchestra,,,Ives; Charles Edward,1874-1954,USA,Modern,1900-Present
orchestra_modern,CrossEra-0480_Messiaen_lascension_i_majeste_du_christ_demandant_sa_gloire_a_son_pere.mp3,orchestra,,,Messiaen; Olivier,1908-1992,France,Modern,1900-Present
orchestra_modern,CrossEra-0481_Messiaen_lascension_ii_alleluias_sereins_dune_ame_qui_desire_le_ciel.mp3,orchestra,,,Messiaen; Olivier,1908-1992,France,Modern,1900-Present
orchestra_modern,CrossEra-0482_Messiaen_lascension_iii_alleluia_sur_la_tropmette_alleluia_sur_la_cymbale.mp3,orchestra,,,Messiaen; Olivier,1908-1992,France,Modern,1900-Present
orchestra_modern,CrossEra-0483_Messiaen_lascension_iv_priere_du_christ_montant_vers_son_pere.mp3,orchestra,,,Messiaen; Olivier,1908-1992,France,Modern,1900-Present
orchestra_modern,CrossEra-0484_Prokofiew_cindarella_in_the_palace.mp3,orchestra,,,Prokofiew; Sergej,1891-1953,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0485_Prokofiew_end_of_the_fairytale.mp3,orchestra,,,Prokofiew; Sergej,1891-1953,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0486_Prokofiew_happiness.mp3,orchestra,,,Prokofiew; Sergej,1891-1953,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0487_Prokofiew_mephisto_waltz.mp3,orchestra,,,Prokofiew; Sergej,1891-1953,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0488_Prokofiew_symph6_ii__largo.mp3,orchestra,,,Prokofiew; Sergej,1891-1953,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0489_Prokofiew_symph6_iii__vivace.mp3,orchestra,,,Prokofiew; Sergej,1891-1953,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0490_Prokofiew_symphony_no.6_in_e_flat_major_op.111__i__allegro_moderato.mp3,orchestra,,,Prokofiew; Sergej,1891-1953,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0491_Prokofiew_waltz_for_the_new_years_ball.mp3,orchestra,,,Prokofiew; Sergej,1891-1953,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0492_Prokofiew_waltzes_suite_for_orchestra_op.111__since_we_met.mp3,orchestra,,,Prokofiew; Sergej,1891-1953,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0493_Schoenberg_5_Orchesterstucke_Op.16_no.1.mp3,orchestra,,,Schoenberg; Arnold,1874-1951,Austria; USA,Modern,1900-Present
orchestra_modern,CrossEra-0494_Schoenberg_5_Orchesterstucke_Op.16_no.2.mp3,orchestra,,,Schoenberg; Arnold,1874-1951,Austria; USA,Modern,1900-Present
orchestra_modern,CrossEra-0495_Schoenberg_5_Orchesterstucke_Op.16_no.3.mp3,orchestra,,,Schoenberg; Arnold,1874-1951,Austria; USA,Modern,1900-Present
orchestra_modern,CrossEra-0496_Schoenberg_5_Orchesterstucke_Op.16_no.4.mp3,orchestra,,,Schoenberg; Arnold,1874-1951,Austria; USA,Modern,1900-Present
orchestra_modern,CrossEra-0497_Schoenberg_5_Orchesterstucke_Op.16_no.5.mp3,orchestra,,,Schoenberg; Arnold,1874-1951,Austria; USA,Modern,1900-Present
orchestra_modern,CrossEra-0498_Schoenberg_Chamber_symphony_no._2_op._38_kammersymphonie_nr._2__i._adagio.mp3,orchestra,,,Schoenberg; Arnold,1874-1951,Austria; USA,Modern,1900-Present
orchestra_modern,CrossEra-0499_Schoenberg_Chamber_symphony_no._2_op._38_kammersymphonie_nr._2__ii._con_fuoco.mp3,orchestra,,,Schoenberg; Arnold,1874-1951,Austria; USA,Modern,1900-Present
orchestra_modern,CrossEra-0500_Schoenberg_Kammersymphonie_op.9.mp3,orchestra,,,Schoenberg; Arnold,1874-1951,Austria; USA,Modern,1900-Present
orchestra_modern,CrossEra-0501_Schoenberg_Variationen_for_Orchester_Op.31.mp3,orchestra,,,Schoenberg; Arnold,1874-1951,Austria; USA,Modern,1900-Present
orchestra_modern,CrossEra-0502_Shostakovich_SymphNo11_in_memoriam.mp3,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0503_Shostakovich_SymphNo11_the_9th_of_january.mp3,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0504_Shostakovich_SymphNo11_the_palace_square.mp3,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0505_Shostakovich_SymphNo11_the_tocsin.mp3,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0506_Shostakovich_symphony_no._4_in_c_minor__i._allegretto_poco_moderato.mp3,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia+H481,Modern,1900-Present
orchestra_modern,CrossEra-0507_Shostakovich_symphony_no._4_in_c_minor__ii._moderato_con_moto.mp3,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0508_Shostakovich_symphony_no._4_in_c_minor__iii._largoallegretto.mp3,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0509_Shostakovich_symphony_no._5_in_d_minor_op.47_i__moderato.mp3,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0510_Shostakovich_symphony_no._5_in_d_minor_op.47_ii__allegretto.mp3,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0511_Shostakovich_symphony_no._5_in_d_minor_op.47_iii__largo.mp3,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0512_Shostakovich_symphony_no._5_in_d_minor_op.47_iv__allegro_non_troppo.mp3,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0513_Shostakovich_symphony_no12_1917__aurora__3.mp3,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0514_Shostakovich_symphony_no12_1917__dawn_of_humanity__4.mp3,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0515_Shostakovich_symphony_no12_1917__razliv__2.mp3,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0516_Shostakovich_symphony_no12_1917__revolutionary_petrograd__1.mp3,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0517_Shostakovich_symphony_no13_babi_yar.mp3,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0518_Shostakovich_symphony_no13_kariera_career.mp3,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0519_Shostakovich_symphony_no13_strachi_fears.mp3,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0520_Shostakovich_symphony_no13_v_magazine_at_the_store.mp3,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0521_Shostakovich_symphony_no13_yumor_humor.mp3,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0522_Shostakovich_symphony_no14_at_the_sainte_jail.mp3,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0523_Shostakovich_symphony_no14_conclusion.mp3,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0524_Shostakovich_symphony_no14_de_profundis.mp3,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0525_Shostakovich_symphony_no14_look_here_madame.mp3,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0526_Shostakovich_symphony_no14_loreley.mp3,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0527_Shostakovich_symphony_no14_malaguena.mp3,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0528_Shostakovich_symphony_no14_o_delvig_delvig.mp3,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0529_Shostakovich_symphony_no14_on_the_alert.mp3,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0530_Shostakovich_symphony_no14_the_poets_death.mp3,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0531_Shostakovich_symphony_no14_the_suicide.mp3,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0532_Shostakovich_symphony_no14_zaporozhye_cossacks_reply.mp3,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0533_Shostakovich_symphony_no6_in_b__allegro__2.mp3,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0534_Shostakovich_symphony_no6_in_b__largo__1.mp3,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0535_Shostakovich_symphony_no6_in_b__presto__3.mp3,orchestra,,,Shostakovich; Dmitri,1906-1975,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0536_Stravinsky_Petrushkadanse_russe.mp3,orchestra,,,Stravinsky; Igor,1882-1971,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0537_Stravinsky_Petrushkapetrushka.mp3,orchestra,,,Stravinsky; Igor,1882-1971,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0538_Stravinsky_Petrushkathe_blackamoor.mp3,orchestra,,,Stravinsky; Igor,1882-1971,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0539_Stravinsky_Petrushkavalse.mp3,orchestra,,,Stravinsky; Igor,1882-1971,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0540_Stravinsky_berceuse.mp3,orchestra,,,Stravinsky; Igor,1882-1971,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0541_Stravinsky_dances_concertantesmarcheconclusion.mp3,orchestra,,,Stravinsky; Igor,1882-1971,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0542_Stravinsky_dances_concertantesmarcheintroduction.mp3,orchestra,,,Stravinsky; Igor,1882-1971,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0543_Stravinsky_dances_concertantespas_dactioncon_moto.mp3,orchestra,,,Stravinsky; Igor,1882-1971,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0544_Stravinsky_dances_concertantespas_de_deux.mp3,orchestra,,,Stravinsky; Igor,1882-1971,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0545_Stravinsky_dances_concertantesthme_varilento.mp3,orchestra,,,Stravinsky; Igor,1882-1971,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0546_Stravinsky_danse_infernale_du_roi_kastchei.mp3,orchestra,,,Stravinsky; Igor,1882-1971,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0547_Stravinsky_finale.mp3,orchestra,,,Stravinsky; Igor,1882-1971,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0548_Stravinsky_firebird_introduction.mp3,orchestra,,,Stravinsky; Igor,1882-1971,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0549_Stravinsky_loiseau_de_feu_et_sa_danse.mp3,orchestra,,,Stravinsky; Igor,1882-1971,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0550_Stravinsky_ronde_des_princesses.mp3,orchestra,,,Stravinsky; Igor,1882-1971,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0551_Stravinsky_symphony_in_three_movements__1.quarter160.mp3,orchestra,,,Stravinsky; Igor,1882-1971,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0552_Stravinsky_symphony_in_three_movements__2.andante.mp3,orchestra,,,Stravinsky; Igor,1882-1971,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0553_Stravinsky_symphony_in_three_movements__3.con_moto.mp3,orchestra,,,Stravinsky; Igor,1882-1971,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0554_Stravinsky_the_rite_of_spring__part_1_ladoration_de_la_terre.mp3,orchestra,,,Stravinsky; Igor,1882-1971,Russia,Modern,1900-Present
orchestra_modern,CrossEra-0555_Stravinsky_the_rite_of_spring__part_2_le_sacrifice.mp3,orchestra,,,Stravinsky; Igor,1882-1971,Russia,Modern,1900-Present
